displacement,force,time
0.0016900000000000012,9.562395841216323e-05,1
0.0016600000000000015,0.00010118075568391573,4
0.0016300000000000012,6.970862471419862e-05,7
0.0016000000000000014,8.373390772121309e-05,10
0.0015700000000000015,8.022922561501042e-05,13
0.0015400000000000014,5.2633835860930515e-05,16
0.0015100000000000014,5.538192709115942e-05,19
0.001480000000000001,5.813317470342796e-05,22
0.0014500000000000014,5.339189463828054e-05,25
0.0014200000000000013,4.927044352592906e-05,28
0.0013900000000000013,4.5702905861302796e-05,31
0.0013600000000000012,3.5037279362509156e-05,34
0.001330000000000001,3.921122451131306e-05,37
0.0013000000000000012,3.553127964126598e-05,40
0.0012700000000000012,3.0140584305024574e-05,43
0.001240000000000001,3.188366997859907e-05,46
0.001210000000000001,2.5625417148931462e-05,49
0.001180000000000001,1.9348177820718157e-05,52
0.0011500000000000008,2.858938219300041e-05,55
0.001120000000000001,4.221777850040344e-05,58
0.001090000000000001,7.879587089425865e-06,61
0.0010600000000000008,7.710554957375429e-05,64
0.0010300000000000008,2.7539153154662233e-05,67
0.0010000000000000007,4.285976812952486e-05,70
0.0009700000000000009,2.248251083821164e-05,73
0.0009400000000000007,2.5231968865302e-05,76
0.0009100000000000007,5.248338124526509e-05,79
0.0008800000000000008,2.6539086277007773e-05,82
0.0008500000000000008,3.570472673548357e-05,85
0.0008200000000000006,2.2935363595630075e-05,88
0.0007900000000000006,1.930123347918666e-05,91
0.0007600000000000006,1.771618018718604e-05,94
0.0007300000000000006,1.8748194035038875e-05,97
0.0007000000000000005,2.254133206343906e-05,100
0.0006700000000000005,1.0606107816734685e-05,103
0.0006400000000000005,4.276367852080953e-06,106
0.0006100000000000005,2.212003016301945e-05,109
0.0005800000000000004,8.594647456521838e-06,112
0.0005500000000000004,9.972956521964386e-06,115
0.0005200000000000004,2.371798453524778e-05,118
0.0004900000000000004,1.4714122602589734e-05,121
0.00046000000000000034,2.087902632688445e-05,124
0.00043000000000000026,3.58553132017297e-05,127
0.0004000000000000003,4.664749537970322e-06,130
0.00037000000000000027,6.27373351566833e-05,133
0.00034000000000000024,3.618653180520775e-05,136
0.00031000000000000016,8.464938822596805e-06,139
0.00028000000000000014,2.815621975805417e-05,142
0.0002500000000000001,8.14621031222794e-06,145
0.0002200000000000001,2.2748444069334364e-05,148
0.00019000000000000006,3.4102472452624216e-05,151
0.00016000000000000004,5.207215852275729e-06,154
0.00013000000000000004,1.3082566087892795e-05,157
0.0001,1.2603180189999727e-05,160
