displacement,force,time
-0.000252226,-0.0007708922103505766,1
-0.00024372399999999996,-0.0007226884242988588,4
-0.00023522199999999994,-0.0006781297851604705,7
-0.00022671999999999997,-0.0006365926457807293,10
-0.00021821799999999998,-0.0005878741355097428,13
-0.00020971599999999996,-0.0005516817982945459,16
-0.000201214,-0.0005202947286802454,19
-0.000192712,-0.00048183087029521864,22
-0.00018420999999999997,-0.0004612530199226428,25
-0.00017570799999999998,-0.0004332540174407766,28
-0.00016720599999999996,-0.0004068694164843831,31
-0.00015870399999999996,-0.0003855888252501391,34
-0.000150202,-0.00036389126694812764,37
-0.00014169999999999997,-0.00033341997593228784,40
-0.00013319799999999998,-0.0003021141502603333,43
-0.00012469599999999996,-0.00027524539330082656,46
-0.00011619399999999999,-0.00023898981063595715,49
-0.00010769199999999998,-0.00021573326910101544,52
-9.918999999999998e-05,-0.00018263281072638567,55
-9.068799999999998e-05,-0.00015469859109115897,58
-8.218599999999999e-05,-0.000339164866166872,61
-7.3684e-05,-9.969942913385872e-05,64
-6.5182e-05,-7.367836586088604e-05,67
-5.667999999999999e-05,-4.3271114055878e-05,70
-4.8178e-05,-1.4372263648803663e-05,73
-3.9676e-05,1.5034757926177877e-05,76
-3.1174e-05,6.337442453355786e-05,79
-2.2672000000000002e-05,0.00010890596146716084,82
-1.4170000000000002e-05,0.00017423182185915154,85
