displacement,force,time
0.0016900000000000012,0.0002814437691316528,1
0.0016600000000000015,0.00027554490474845987,4
0.0016300000000000012,0.0002734252821107851,7
0.0016000000000000014,0.0002648127977174701,10
0.0015700000000000015,0.00026212037538049,13
0.0015400000000000014,0.00025528806454192573,16
0.0015100000000000014,0.00025910993863348375,19
0.001480000000000001,0.00025067759689002014,22
0.0014500000000000014,0.0002495243880405755,25
0.0014200000000000013,0.00024929423378562395,28
0.0013900000000000013,0.0002486982978283187,31
0.0013600000000000012,0.0002464685875667963,34
0.001330000000000001,0.00024005910239456254,37
0.0013000000000000012,0.0002449563066480145,40
0.0012700000000000012,0.0002416317569928063,43
0.001240000000000001,0.00023984791186805102,46
0.001210000000000001,0.00023658100106508566,49
0.001180000000000001,0.00022840408756090544,52
0.0011500000000000008,0.00022809380302723836,55
0.001120000000000001,0.00022425043452343818,58
0.001090000000000001,0.00022457380038383608,61
0.0010600000000000008,0.00022279187396334412,64
0.0010300000000000008,0.00021816565715811718,67
0.0010000000000000007,0.0002130846245622667,70
0.0009700000000000009,0.00021288463656568373,73
0.0009400000000000007,0.0002092122054646593,76
0.0009100000000000007,0.00020461513575364973,79
0.0008800000000000008,0.00020023211184060636,82
0.0008500000000000008,0.0001968573399309981,85
0.0008200000000000006,0.00019259416837100231,88
0.0007900000000000006,0.0001891577053052,91
0.0007600000000000006,0.0001889857758865243,94
0.0007300000000000006,0.0001818261329576609,97
0.0007000000000000005,0.00017255423471347527,100
0.0006700000000000005,0.00016906405147285567,103
0.0006400000000000005,0.00016833225253436927,106
0.0006100000000000005,0.00016116658036448663,109
0.0005800000000000004,0.000156430574055928,112
0.0005500000000000004,0.0001520698463927862,115
0.0005200000000000004,0.0001434187633973158,118
0.0004900000000000004,0.00013700096758321927,121
0.00046000000000000034,0.0001343790004670588,124
0.00043000000000000026,0.00012689881236800578,127
0.0004000000000000003,0.0001233816555899853,130
0.00037000000000000027,0.00011778115906939549,133
0.00034000000000000024,0.00010591304334609692,136
0.00031000000000000016,0.00010127382984825607,139
0.00028000000000000014,9.998790099715873e-05,142
0.0002500000000000001,9.439537135802745e-05,145
0.0002200000000000001,8.813482913439552e-05,148
0.00019000000000000006,8.34579494555266e-05,151
0.00016000000000000004,7.678871702119762e-05,154
0.00013000000000000004,6.803560906439333e-05,157
0.0001,6.303787258584993e-05,160
