displacement,force,time
1.4170000000000002e-05,-0.00011179813672702128,1
2.2672000000000002e-05,-5.19136998425303e-05,4
3.1174e-05,5.057760039283821e-06,7
3.9676e-05,5.44918430033885e-05,10
4.8178e-05,0.00010149143152740195,13
5.667999999999999e-05,0.00014505733890332611,16
6.5182e-05,0.00018107931945724828,19
7.3684e-05,0.00021289331605094458,22
8.218599999999999e-05,0.00024220781152937737,25
9.068799999999998e-05,0.00027029242388181967,28
9.918999999999998e-05,0.000303270402530473,31
0.00010769199999999998,0.00033585746932982,34
0.00011619399999999999,0.0003660456633073539,37
0.00012469599999999996,0.0004070906960138368,40
0.00013319799999999998,0.00044489930905403075,43
0.00014169999999999997,0.0004826342496900798,46
0.000150202,0.000521064946424397,49
0.00015870399999999996,0.0005727029721833285,52
0.00016720599999999996,0.0006220966800615466,55
0.00017570799999999998,0.0006864906319844861,58
0.00018420999999999997,0.0007684569091030144,61
0.000192712,0.0008655838200396263,64
0.000201214,0.0009974298640071345,67
0.00020971599999999996,0.0011529926045897646,70
0.00021821799999999998,0.0013440067814655392,73
0.00022671999999999997,0.0015714716629659615,76
0.00023522199999999994,0.0018288951002234783,79
0.00024372399999999996,0.0020983294481153898,82
0.000252226,0.0023879750441380106,85
