displacement,force,time
0.0001,0.00024275998588450692,1
0.00013000000000000004,0.00023855535710339074,4
0.00016000000000000004,0.0002346813914841839,7
0.00019000000000000006,0.00023028755677384724,10
0.0002200000000000001,0.0002273724415351123,13
0.0002500000000000001,0.00022334835112527374,16
0.00028000000000000014,0.0002177372020619106,19
0.00031000000000000016,0.00020705882934161468,22
0.00034000000000000024,0.00021146614602658093,25
0.00037000000000000027,0.00020367536900938075,28
0.0004000000000000003,0.00019895217573922465,31
0.00043000000000000026,0.0001970132469152666,34
0.00046000000000000034,0.00019542333458256648,37
0.0004900000000000004,0.00019172709185642458,40
0.0005200000000000004,0.00018590732184381247,43
0.0005500000000000004,0.0001860275829283508,46
0.0005800000000000004,0.0001835568089348478,49
0.0006100000000000005,0.0001817496044353119,52
0.0006400000000000005,0.0001812960131570801,55
0.0006700000000000005,0.00017793250945799836,58
0.0007000000000000005,0.00017468202454610845,61
0.0007300000000000006,0.00016841666929104404,64
0.0007600000000000006,0.00017147224508153182,67
0.0007900000000000006,0.0001657460508570131,70
0.0008200000000000006,0.00016355529828026484,73
0.0008500000000000008,0.00016435010105778016,76
0.0008800000000000008,0.00016419412682220936,79
0.0009100000000000007,0.00016123799794620316,82
0.0009400000000000007,0.0001672068283259878,85
0.0009700000000000009,0.00016428604517484908,88
0.0010000000000000007,0.00016120952402351457,91
0.0010300000000000008,0.00016415304919839476,94
0.0010600000000000008,0.00016060387256981276,97
0.001090000000000001,0.00016462155349794607,100
0.001120000000000001,0.00016758204033943063,103
0.0011500000000000008,0.00016740568612569565,106
0.001180000000000001,0.00017172647619350808,109
0.001210000000000001,0.00016886446797763086,112
0.001240000000000001,0.0001719831508391463,115
0.0012700000000000012,0.0001800953159006876,118
0.0013000000000000012,0.00017861991585827592,121
0.001330000000000001,0.00018412355930739598,124
0.0013600000000000012,0.00019405256599952509,127
0.0013900000000000013,0.00019799829428854575,130
0.0014200000000000013,0.0002059123637660896,133
0.0014500000000000014,0.00022341130897051502,136
0.001480000000000001,0.00022918018877699135,139
0.0015100000000000014,0.0002456324197070194,142
0.0015400000000000014,0.0002599821661512107,145
0.0015700000000000015,0.0002827169495310198,148
0.0016000000000000014,0.00029512955518321015,151
0.0016300000000000012,0.00032889355756249717,154
0.0016600000000000015,0.0003582254311479615,157
0.0016900000000000012,0.00039463426233852524,160
