displacement,force,time
0.000252226,0.0015034376331321251,1
0.00024372399999999996,0.0013824292370279393,4
0.00023522199999999994,0.0012955137988160592,7
0.00022671999999999997,0.001226128428919093,10
0.00021821799999999998,0.001164627494968705,13
0.00020971599999999996,0.0011153315272896217,16
0.000201214,0.0010612905566592128,19
0.000192712,0.0010155360909954235,22
0.00018420999999999997,0.0009628744321808147,25
0.00017570799999999998,0.000921977714514417,28
0.00016720599999999996,0.0008766003974069448,31
0.00015870399999999996,0.0008248908538101062,34
0.000150202,0.0007822284574361755,37
0.00014169999999999997,0.0007305774010329116,40
0.00013319799999999998,0.0006843934148305946,43
0.00012469599999999996,0.0006376077582477003,46
0.00011619399999999999,0.0005912570791513085,49
0.00010769199999999998,0.0005473325888429628,52
9.918999999999998e-05,0.0004913719332252787,55
9.068799999999998e-05,0.00044120184000537717,58
8.218599999999999e-05,0.0003829508167846674,61
7.3684e-05,0.0003311901034134744,64
6.5182e-05,0.0002798249743311679,67
5.667999999999999e-05,0.00021567157503849473,70
4.8178e-05,0.00017127279099058513,73
3.9676e-05,0.00012516343340596362,76
3.1174e-05,9.122597620994918e-05,79
2.2672000000000002e-05,6.258955978037779e-05,82
1.4170000000000002e-05,5.062840955812096e-05,85
