displacement,force,time
0.0001,0.00020824005304946263,1
0.00013000000000000004,0.00017851719455539656,4
0.00016000000000000004,0.0001870871220627125,7
0.00019000000000000006,0.0002159144066813106,10
0.0002200000000000001,0.0001982863679138723,13
0.0002500000000000001,0.00022189826923869774,16
0.00028000000000000014,0.00021647080007569948,19
0.00031000000000000016,0.00020755278030412666,22
0.00034000000000000024,0.00021511276633442644,25
0.00037000000000000027,0.00019405470043115102,28
0.0004000000000000003,0.0002047726157101669,31
0.00043000000000000026,0.00018165742386125515,34
0.00046000000000000034,0.00018942733388329467,37
0.0004900000000000004,0.0001826090998980462,40
0.0005200000000000004,0.00016757555362897962,43
0.0005500000000000004,0.00017968951466166506,46
0.0005800000000000004,0.00016612997941302556,49
0.0006100000000000005,0.0001715500266072637,52
0.0006400000000000005,0.000171947341566063,55
0.0006700000000000005,0.0001776655501536925,58
0.0007000000000000005,0.00017465449854691794,61
0.0007300000000000006,0.00017655602311182105,64
0.0007600000000000006,0.00017174494647097724,67
0.0007900000000000006,0.00018784141703664586,70
0.0008200000000000006,0.00016296771771319495,73
0.0008500000000000008,0.00019534701706596134,76
0.0008800000000000008,0.00017735935676434846,79
0.0009100000000000007,0.00020915169015953047,82
0.0009400000000000007,0.00020583932414149078,85
0.0009700000000000009,0.00019675736999016132,88
0.0010000000000000007,0.00022157839262770734,91
0.0010300000000000008,0.00018863450123798037,94
0.0010600000000000008,0.00022519708753031547,97
0.001090000000000001,0.00019716134215113314,100
0.001120000000000001,0.0002112595732879815,103
0.0011500000000000008,0.00022214473795779458,106
0.001180000000000001,0.00020373365430192603,109
0.001210000000000001,0.00022162862036547346,112
0.001240000000000001,0.0002275875779360898,115
0.0012700000000000012,0.0002232758226956288,118
0.0013000000000000012,0.00023480492983161724,121
0.001330000000000001,0.0002292733197252388,124
0.0013600000000000012,0.00023366991100083883,127
0.0013900000000000013,0.00024388868675501388,130
0.0014200000000000013,0.0002567738580868702,133
0.0014500000000000014,0.0002604349299860527,136
0.001480000000000001,0.0002569600162910231,139
0.0015100000000000014,0.00027923587999816366,142
0.0015400000000000014,0.000271389374745393,145
0.0015700000000000015,0.0002944240236112229,148
0.0016000000000000014,0.0002730251314997554,151
0.0016300000000000012,0.00028789910931691917,154
0.0016600000000000015,0.0003008172682165842,157
0.0016900000000000012,0.0003001574712024613,160
