displacement,force,time
0.0016900000000000012,0.00023960270265870835,1
0.0016600000000000015,0.00023162023663456075,4
0.0016300000000000012,0.00021982822741075877,7
0.0016000000000000014,0.0002123788482455246,10
0.0015700000000000015,0.00020670894395514406,13
0.0015400000000000014,0.0001996214143482684,16
0.0015100000000000014,0.00019255083692700274,19
0.001480000000000001,0.00018387205951123412,22
0.0014500000000000014,0.00017523277331629684,25
0.0014200000000000013,0.0001687040029121787,28
0.0013900000000000013,0.0001580921306784692,31
0.0013600000000000012,0.0001467474807012767,34
0.001330000000000001,0.00014191230079828223,37
0.0013000000000000012,0.00013144053005971067,40
0.0012700000000000012,0.00012518665625412166,43
0.001240000000000001,0.00011722014790691472,46
0.001210000000000001,0.00010945460466819972,49
0.001180000000000001,0.00010519969841716273,52
0.0011500000000000008,0.00010250611480089116,55
0.001120000000000001,9.81894585401871e-05,58
0.001090000000000001,9.700247244146967e-05,61
0.0010600000000000008,9.308954514913052e-05,64
0.0010300000000000008,9.019543011460149e-05,67
0.0010000000000000007,8.9342638607752e-05,70
0.0009700000000000009,8.507738181798771e-05,73
0.0009400000000000007,8.394484989354864e-05,76
0.0009100000000000007,8.090445868940326e-05,79
0.0008800000000000008,7.639870473957706e-05,82
0.0008500000000000008,7.603396212762565e-05,85
0.0008200000000000006,7.51824212680519e-05,88
0.0007900000000000006,7.177412913369473e-05,91
0.0007600000000000006,6.929140092279447e-05,94
0.0007300000000000006,6.621902730554132e-05,97
0.0007000000000000005,6.149294994287775e-05,100
0.0006700000000000005,5.7749407646301215e-05,103
0.0006400000000000005,5.961627326362615e-05,106
0.0006100000000000005,5.3393740504027294e-05,109
0.0005800000000000004,4.969879533913461e-05,112
0.0005500000000000004,4.607306628043646e-05,115
0.0005200000000000004,4.55053887272698e-05,118
0.0004900000000000004,4.1923266993359846e-05,121
0.00046000000000000034,3.726216821711166e-05,124
0.00043000000000000026,3.57952217329252e-05,127
0.0004000000000000003,3.4601072145768075e-05,130
0.00037000000000000027,2.475665667587417e-05,133
0.00034000000000000024,2.2942953647147902e-05,136
0.00031000000000000016,2.2114620381850677e-05,139
0.00028000000000000014,1.782487488071616e-05,142
0.0002500000000000001,1.2119541978794731e-05,145
0.0002200000000000001,1.217270193524884e-05,148
0.00019000000000000006,6.171899740362181e-06,151
0.00016000000000000004,4.643527763402954e-06,154
0.00013000000000000004,3.7354172064558204e-06,157
0.0001,3.6097579677923454e-06,160
