displacement,force,time
0.0016900000000000012,0.00023118308310217725,1
0.0016600000000000015,0.00022168011263301007,4
0.0016300000000000012,0.00022365291364295913,7
0.0016000000000000014,0.00021716193097326569,10
0.0015700000000000015,0.0002204517674338581,13
0.0015400000000000014,0.00022066303385525927,16
0.0015100000000000014,0.00021050996280729675,19
0.001480000000000001,0.0002197618440434932,22
0.0014500000000000014,0.00021073976017571897,25
0.0014200000000000013,0.00020978787481756438,28
0.0013900000000000013,0.0001978344653550591,31
0.0013600000000000012,0.0002007767413365613,34
0.001330000000000001,0.00018261105514072353,37
0.0013000000000000012,0.00019685875699225588,40
0.0012700000000000012,0.00015698739129896096,43
0.001240000000000001,0.00017740025882112588,46
0.001210000000000001,0.00017029728698441307,49
0.001180000000000001,0.00018726762235464706,52
0.0011500000000000008,0.0001644077012772584,55
0.001120000000000001,0.00017751890134179085,58
0.001090000000000001,0.00017499327125753433,61
0.0010600000000000008,0.00016993505288791068,64
0.0010300000000000008,0.00019968067190325502,67
0.0010000000000000007,0.00017794980266911734,70
0.0009700000000000009,0.0001900058802401024,73
0.0009400000000000007,0.00018295382661806143,76
0.0009100000000000007,0.00017051933681135674,79
0.0008800000000000008,0.00018275435068288156,82
0.0008500000000000008,0.00017634065566383132,85
0.0008200000000000006,0.00018105910405409056,88
0.0007900000000000006,0.00014214947364346632,91
0.0007600000000000006,0.00018127068113517423,94
0.0007300000000000006,0.00016825991939322995,97
0.0007000000000000005,0.0001742718801098309,100
0.0006700000000000005,0.00016766658467855721,103
0.0006400000000000005,0.00016442368286651466,106
0.0006100000000000005,0.00017720644754061176,109
0.0005800000000000004,0.00017440999389998745,112
0.0005500000000000004,0.00018153013138915637,115
0.0005200000000000004,0.00018379388073065103,118
0.0004900000000000004,0.0001800011219057107,121
0.00046000000000000034,0.00017194080430976374,124
0.00043000000000000026,0.00018156167675363325,127
0.0004000000000000003,0.00019376312948643038,130
0.00037000000000000027,0.00018126096175323102,133
0.00034000000000000024,0.0002095650402966725,136
0.00031000000000000016,0.00021175758780474523,139
0.00028000000000000014,0.0001821740840119083,142
0.0002500000000000001,0.00019883997018607918,145
0.0002200000000000001,0.0002068829095373656,148
0.00019000000000000006,0.0001814636684778438,151
0.00016000000000000004,0.000210789011630583,154
0.00013000000000000004,0.00020554904588549147,157
0.0001,0.00019514457619609107,160
